modulo,modulo_nome,rf,id,tipo,fonte,status,onda,codigo,teste_faturamento,resumo
7,Módulo de Farmácia,36,RF-7.36,Obrigatório,TR,não iniciado,depois,,n/a,"Saída por baixa de estoque, com justificativa."
7,Módulo de Farmácia,37,RF-7.37,Obrigatório,TR,não iniciado,depois,,n/a,"Relatório de unidades de farmácia/estoque cadastradas (descrição, data de criação, tipo)."
7,Módulo de Farmácia,38,RF-7.38,Obrigatório,TR,não iniciado,depois,,n/a,Relatório de medicamentos/materiais cadastrados.
7,Módulo de Farmácia,39,RF-7.39,Obrigatório,TR,não iniciado,depois,,n/a,Relatório mensal/anual de entradas (medicamentos/materiais e quantidades).
7,Módulo de Farmácia,40,RF-7.40,Obrigatório,TR,não iniciado,depois,,n/a,"Relatório de entradas com seleção por código, descrição, quantidade, valor unitário/total, histórico."
7,Módulo de Farmácia,41,RF-7.41,Obrigatório,TR,não iniciado,depois,,n/a,Relatório mensal/anual de saídas (quantidades).
7,Módulo de Farmácia,42,RF-7.42,Obrigatório,TR,não iniciado,depois,,n/a,"Relatório de saídas por baixa no estoque (intervalo de data/código; código, descrição, data da baixa, quantidade, valor unitário/total)."
7,Módulo de Farmácia,43,RF-7.43,Obrigatório,TR,não iniciado,depois,,n/a,Relatório de transferências entre unidades.
7,Módulo de Farmácia,44,RF-7.44,Desejável,TR,não iniciado,depois,,n/a,Entrada de medicamentos/materiais sem número da Nota Fiscal.
7,Módulo de Farmácia,45,RF-7.45,Obrigatório,TR,não iniciado,depois,,n/a,"Central de Abastecimento Farmacêutico monitora requisições e estoques mínimos (itens, quantitativo, requerente, data, unidades), com pedidos apenas quando estoq"
8,Módulo Hospitalar e Pronto Atendimento,1,RF-8.1,Obrigatório,TR,não iniciado,depois,,n/a,"Registro de entrada de pacientes com pesquisa em única tela (nome, data de nascimento, mãe, CPF, CNS, cartão cidadão)."
8,Módulo Hospitalar e Pronto Atendimento,2,RF-8.2,Obrigatório,TR,não iniciado,depois,,n/a,Definição de serviço a ser executado na entrada do paciente.
8,Módulo Hospitalar e Pronto Atendimento,3,RF-8.3,Obrigatório,TR,não iniciado,depois,,n/a,"Classificação de risco por protocolos, com registro estruturado de sinais vitais, queixa principal, informações clínicas prévias, comorbidades/alergias (campos "
8,Módulo Hospitalar e Pronto Atendimento,4,RF-8.4,Obrigatório,TR,não iniciado,depois,,n/a,"Histórico completo de atendimentos (outros profissionais, medicamentos, exames/resultados, odontograma, arquivos anexados, terceirizados, histórico via RNDS)."
8,Módulo Hospitalar e Pronto Atendimento,5,RF-8.5,Obrigatório,TR,não iniciado,depois,,n/a,Preenchimento de fichas de saúde definidas pela gestão.
8,Módulo Hospitalar e Pronto Atendimento,6,RF-8.6,Desejável,TR,não iniciado,depois,,n/a,"A partir de um CID, direcionar preenchimento dos próximos passos para indicadores hospitalares."
8,Módulo Hospitalar e Pronto Atendimento,7,RF-8.7,Desejável,TR,não iniciado,depois,,n/a,Lançamento de lembretes para atendimento posterior.
8,Módulo Hospitalar e Pronto Atendimento,8,RF-8.8,Obrigatório,TR,não iniciado,depois,,n/a,"Prescrição de medicamentos (receituário/interna), padrão do município ou digitação com alerta."
8,Módulo Hospitalar e Pronto Atendimento,9,RF-8.9,Obrigatório,TR,não iniciado,depois,,n/a,Geração de receituários simples ou controlados.
8,Módulo Hospitalar e Pronto Atendimento,10,RF-8.10,Obrigatório,TR,não iniciado,depois,,n/a,"Geração de atestados médicos, com validação no portal da prefeitura."
8,Módulo Hospitalar e Pronto Atendimento,11,RF-8.11,Obrigatório,TR,não iniciado,depois,,n/a,"Encaminhamento por referência/contrarreferência, com ficha de saúde no padrão do município."
8,Módulo Hospitalar e Pronto Atendimento,12,RF-8.12,Obrigatório,TR,não iniciado,depois,,n/a,"Visualização de dados vitais e lançamento de novos, com histórico."
8,Módulo Hospitalar e Pronto Atendimento,13,RF-8.13,Obrigatório,TR,não iniciado,depois,,n/a,"Preenchimento de laudo médico para AIH, padrão SUS, reaproveitando dados para possível transferência."
8,Módulo Hospitalar e Pronto Atendimento,14,RF-8.14,Desejável,TR,não iniciado,depois,,n/a,"Lançamento de dados ""a quatro mãos"" do atendimento."
8,Módulo Hospitalar e Pronto Atendimento,15,RF-8.15,Obrigatório,TR,não iniciado,depois,,n/a,"Solicitação de exames internos, gerando demanda ao laboratório e chamada em painel."
8,Módulo Hospitalar e Pronto Atendimento,16,RF-8.16,Obrigatório,TR,não iniciado,depois,,n/a,Acionamento pela interface quando exames/medicação/procedimentos forem checados.
8,Módulo Hospitalar e Pronto Atendimento,17,RF-8.17,Obrigatório,TR,não iniciado,depois,,n/a,Definição de conduta e encerramento do atendimento.
8,Módulo Hospitalar e Pronto Atendimento,18,RF-8.18,Desejável,TR,não iniciado,depois,,n/a,Assinatura eletrônica com validação via ICP-Brasil.
8,Módulo Hospitalar e Pronto Atendimento,19,RF-8.19,Obrigatório,TR,não iniciado,depois,,n/a,Transferência do paciente a outro serviço.
8,Módulo Hospitalar e Pronto Atendimento,20,RF-8.20,Obrigatório,TR,não iniciado,depois,,n/a,Geração de documentos do atendimento para impressão seletiva.
8,Módulo Hospitalar e Pronto Atendimento,21,RF-8.21,Obrigatório,TR,não iniciado,depois,,n/a,Geração de lembretes conforme regras de indicadores do SUS.
8,Módulo Hospitalar e Pronto Atendimento,22,RF-8.22,Obrigatório,TR,não iniciado,depois,,n/a,"Alocação de paciente em leitos, com indicadores por setor."
8,Módulo Hospitalar e Pronto Atendimento,23,RF-8.23,Obrigatório,TR,não iniciado,depois,,n/a,Lançamento de sessões de fisioterapia na internação.
8,Módulo Hospitalar e Pronto Atendimento,24,RF-8.24,Obrigatório,TR,não iniciado,depois,,n/a,"Checagem de prescrições (CID, paciente, medicamentos) com evolução de enfermagem."
8,Módulo Hospitalar e Pronto Atendimento,25,RF-8.25,Obrigatório,TR,não iniciado,depois,,n/a,"Alerta de alergias registradas em prontuário conforme característica do medicamento, com possibilidade de composições alternativas."
8,Módulo Hospitalar e Pronto Atendimento,26,RF-8.26,Obrigatório,TR,não iniciado,depois,,n/a,Solicitação de procedimentos gerando demanda na central de regulação.
8,Módulo Hospitalar e Pronto Atendimento,27,RF-8.27,Obrigatório,TR,não iniciado,depois,,n/a,Atendimentos por fichas de atendimento coletivo conforme regras do município.
8,Módulo Hospitalar e Pronto Atendimento,28,RF-8.28,Obrigatório,TR,não iniciado,depois,,n/a,"Atendimentos odontológicos com odontograma/próteses em internados, com procedimentos por dente."
8,Módulo Hospitalar e Pronto Atendimento,29,RF-8.29,Desejável,TR,não iniciado,depois,,n/a,Informações de patologias odontológicas no atendimento.
8,Módulo Hospitalar e Pronto Atendimento,30,RF-8.30,Obrigatório,TR,não iniciado,depois,,n/a,"Geração automática de procedimentos em processos ambulatoriais/hospitalares, quando pertinente."
8,Módulo Hospitalar e Pronto Atendimento,31,RF-8.31,Obrigatório,TR,não iniciado,depois,,n/a,Lançamento de procedimentos pós-atendimento.
8,Módulo Hospitalar e Pronto Atendimento,32,RF-8.32,Obrigatório,TR,não iniciado,depois,,n/a,Lançar kit de procedimentos.
8,Módulo Hospitalar e Pronto Atendimento,33,RF-8.33,Obrigatório,TR,não iniciado,depois,,n/a,Lançamento de ocupação de leitos.
8,Módulo Hospitalar e Pronto Atendimento,34,RF-8.34,Obrigatório,TR,não iniciado,depois,,n/a,Escolha do leito na internação.
8,Módulo Hospitalar e Pronto Atendimento,35,RF-8.35,Obrigatório,TR,não iniciado,depois,,n/a,Mudança de procedimento por identificação de necessidade médica.
8,Módulo Hospitalar e Pronto Atendimento,36,RF-8.36,Obrigatório,TR,não iniciado,depois,,n/a,Interconsulta com profissionais disponíveis na unidade.
8,Módulo Hospitalar e Pronto Atendimento,37,RF-8.37,Obrigatório,TR,não iniciado,depois,,n/a,Prescrição de entrega de nutrições a pacientes internados.
8,Módulo Hospitalar e Pronto Atendimento,38,RF-8.38,Obrigatório,TR,não iniciado,depois,,n/a,Sumário de alta.
8,Módulo Hospitalar e Pronto Atendimento,39,RF-8.39,Obrigatório,TR,não iniciado,depois,,n/a,"Boletim médico diário, disponível em portal cidadão e aplicativo."
8,Módulo Hospitalar e Pronto Atendimento,40,RF-8.40,Obrigatório,TR,não iniciado,depois,,n/a,Alta ao paciente com fechamento para faturamento hospitalar.
8,Módulo Hospitalar e Pronto Atendimento,41,RF-8.41,Desejável,TR,não iniciado,depois,,n/a,"Parametrização/uso de protocolos clínicos tempo-dependentes no acolhimento: Sepse, IAM, AVC (mínimo)."
8,Módulo Hospitalar e Pronto Atendimento,42,RF-8.42,Desejável,TR,não iniciado,depois,,n/a,"Linha do tempo assistencial automática por protocolo iniciado (ações obrigatórias, responsáveis, tempos decorrido/limite), com alertas visuais no prontuário."
8,Módulo Hospitalar e Pronto Atendimento,43,RF-8.43,Desejável,TR,não iniciado,depois,,n/a,"Alerta obrigatório na consulta médica sobre protocolo clínico iniciado no acolhimento, exigindo manifestação (continuidade/encerramento com justificativa e CID "
8,Módulo Hospitalar e Pronto Atendimento,44,RF-8.44,Obrigatório,TR,não iniciado,depois,,n/a,"Gestão integrada de leitos do Pronto Atendimento em tempo real (vagos, ocupados, bloqueados), vinculada à classificação de risco e fluxo assistencial."
8,Módulo Hospitalar e Pronto Atendimento,45,RF-8.45,Obrigatório,TR,não iniciado,depois,,n/a,"Integração/visualização dos leitos do PA para apoio ao SAMU e regulação, em tempo real."
8,Módulo Hospitalar e Pronto Atendimento,46,RF-8.46,Obrigatório,TR,não iniciado,depois,,n/a,"Geração de solicitação de regulação SIRESP para média/alta complexidade, reaproveitando dados clínicos já registrados."
8,Módulo Hospitalar e Pronto Atendimento,47,RF-8.47,Obrigatório,TR,não iniciado,depois,,n/a,"Acompanhamento de tempos assistenciais no PA (espera, atendimento médico, observação, permanência total)."
8,Módulo Hospitalar e Pronto Atendimento,48,RF-8.48,Desejável,TR,não iniciado,depois,,n/a,"Relatórios e indicadores dos protocolos tempo-dependentes (qualidade, desempenho, exigências do MS)."
8,Módulo Hospitalar e Pronto Atendimento,49,RF-8.49,Obrigatório,TR,não iniciado,depois,,n/a,"Classificação do grau de dependência do paciente (COFEN/COREN) no leito, com reavaliação e indicadores assistenciais/gerenciais."
8,Módulo Hospitalar e Pronto Atendimento,50,RF-8.50,Desejável,TR,não iniciado,depois,,n/a,"Dupla checagem obrigatória para medicamentos de alta vigilância, com registro de profissionais/data/hora."
8,Módulo Hospitalar e Pronto Atendimento,51,RF-8.51,Desejável,TR,não iniciado,depois,,n/a,"Alertas automáticos no prontuário/módulos assistenciais para risco de medicação (dose, via, tempo, interação, alergia)."
8,Módulo Hospitalar e Pronto Atendimento,52,RF-8.52,Desejável,TR,não iniciado,depois,,n/a,"Registro, execução e acompanhamento do Processo de Enfermagem nas UPAs (5 etapas), conforme COFEN/COREN."
9,Módulo de Faturamento,1,RF-9.1,Obrigatório,ambos,não iniciado,depois,,previsto,Importação e atualização da tabela SIGTAP para lançamento de procedimentos.
9,Módulo de Faturamento,2,RF-9.2,Obrigatório,ambos,não iniciado,depois,,previsto,Faturar procedimentos lançados em ambulatório (lançamento posterior em caso de inoperância; BPA e APAC).
9,Módulo de Faturamento,3,RF-9.3,Obrigatório,ambos,não iniciado,depois,,previsto,Faturar procedimentos realizados no hospital.
9,Módulo de Faturamento,4,RF-9.4,Obrigatório,ambos,não iniciado,depois,,previsto,Faturar procedimentos realizados em CAPS.
9,Módulo de Faturamento,5,RF-9.5,Obrigatório,ambos,não iniciado,depois,,previsto,Validação de procedimentos conforme tabela SIGTAP.
9,Módulo de Faturamento,6,RF-9.6,Desejável,ambos,não iniciado,depois,,previsto,Consistência do cadastro de unidade/profissionais vinculados com base do CNES.
9,Módulo de Faturamento,7,RF-9.7,Obrigatório,ambos,não iniciado,depois,,previsto,Divisão física e financeira dos laboratórios terceirizados para atender ao TAC.
10,Módulo de Integração com o e-SUS,1,RF-10.1,Obrigatório,e-SUS,não iniciado,P0-P6,,previsto,SIGTAP.
10,Módulo de Integração com o e-SUS,2,RF-10.2,Obrigatório,e-SUS,não iniciado,P0-P6,,previsto,CNES.
10,Módulo de Integração com o e-SUS,3,RF-10.3,Obrigatório,e-SUS,parcial,P0-P6,apps/api/src/ledi + encounters/vaccinations finish,automatizado,e-SUS.
10,Módulo de Integração com o e-SUS,4,RF-10.4,Obrigatório,e-SUS,não iniciado,P0-P6,,previsto,BPA.
10,Módulo de Integração com o e-SUS,5,RF-10.5,Obrigatório,e-SUS,não iniciado,P0-P6,,previsto,RAAS.
10,Módulo de Integração com o e-SUS,6,RF-10.6,Obrigatório,e-SUS,não iniciado,P0-P6,,previsto,SISAIH01.
10,Módulo de Integração com o e-SUS,7,RF-10.7,Obrigatório,e-SUS,não iniciado,P0-P6,,previsto,RIA RNDS.
10,Módulo de Integração com o e-SUS,8,RF-10.8,Obrigatório,e-SUS,não iniciado,P0-P6,,previsto,SI-BNAFAR RNDS.
10,Módulo de Integração com o e-SUS,9,RF-10.9,Obrigatório,e-SUS,não iniciado,P0-P6,,previsto,SOA – CNES RNDS.
10,Módulo de Integração com o e-SUS,10,RF-10.10,Obrigatório,e-SUS,não iniciado,P0-P6,,previsto,RIRA RNDS.
10,Módulo de Integração com o e-SUS,11,RF-10.11,Obrigatório,e-SUS,não iniciado,P0-P6,,previsto,APAC.
10,Módulo de Integração com o e-SUS,12,RF-10.12,Obrigatório,e-SUS,não iniciado,P0-P6,,previsto,e-SUS Reg.
10,Módulo de Integração com o e-SUS,13,RF-10.13,Obrigatório,e-SUS,não iniciado,P0-P6,,previsto,SENIOR.
10,Módulo de Integração com o e-SUS,14,RF-10.14,Obrigatório,e-SUS,não iniciado,P0-P6,,previsto,EDY DATA.
10,Módulo de Integração com o e-SUS,15,RF-10.15,Obrigatório,e-SUS,não iniciado,P0-P6,,previsto,WORK LAB.
10,Módulo de Integração com o e-SUS,16,RF-10.16,Obrigatório,e-SUS,não iniciado,P0-P6,,previsto,Interfaceamento com máquinas de análises clínicas.
10,Módulo de Integração com o e-SUS,17,RF-10.17,Obrigatório,e-SUS,não iniciado,P0-P6,,previsto,Resultados de exames laboratoriais (hoje HTML).
10,Módulo de Integração com o e-SUS,18,RF-10.18,Obrigatório,e-SUS,não iniciado,P0-P6,,previsto,"Resultados de ECG, EEG."
10,Módulo de Integração com o e-SUS,19,RF-10.19,Obrigatório,e-SUS,não iniciado,P0-P6,,previsto,"Programas PET Saúde Digital (totem, vacina, chatbot)."
10,Módulo de Integração com o e-SUS,20,RF-10.20,Obrigatório,e-SUS,parcial,P0-P6,apps/api/.../production + finish,automatizado,Envio diário e automático dos dados gerados às bases nacionais.
11,Módulo de PPI (Programação Pactuada Integrada),1,RF-11.1,Obrigatório,TR,não iniciado,depois,,n/a,Cadastro de regiões de saúde.
11,Módulo de PPI (Programação Pactuada Integrada),2,RF-11.2,Obrigatório,TR,não iniciado,depois,,n/a,Cadastro de microrregiões de saúde.
11,Módulo de PPI (Programação Pactuada Integrada),3,RF-11.3,Obrigatório,TR,não iniciado,depois,,n/a,Definição das cotas de PPI.
11,Módulo de PPI (Programação Pactuada Integrada),4,RF-11.4,Obrigatório,TR,não iniciado,depois,,n/a,Definição de cotas extras anuais.
11,Módulo de PPI (Programação Pactuada Integrada),5,RF-11.5,Obrigatório,TR,não iniciado,depois,,n/a,Definir cotas financeiras.
11,Módulo de PPI (Programação Pactuada Integrada),6,RF-11.6,Obrigatório,TR,não iniciado,depois,,n/a,Autorização de procedimentos a partir da PPI.
11,Módulo de PPI (Programação Pactuada Integrada),7,RF-11.7,Obrigatório,TR,não iniciado,depois,,n/a,Acompanhamento das cotas de PPI pelos municípios.
11,Módulo de PPI (Programação Pactuada Integrada),8,RF-11.8,Obrigatório,TR,não iniciado,depois,,n/a,Agendamento de procedimentos por PPI.
12,Módulo de Odontologia,1,RF-12.1,Obrigatório,e-SUS,parcial,P0-P6,apps/web/src/app/odonto (abertura encounter),n/a,Agendamento de atendimentos odontológicos. (agenda TR não; só abertura de encounter)
12,Módulo de Odontologia,2,RF-12.2,Obrigatório,e-SUS,coberto,P0-P6,apps/api/src/care-extra;apps/web/src/app/odonto (assignmentId),automatizado,Definição de profissional para atendimento odontológico.
12,Módulo de Odontologia,3,RF-12.3,Obrigatório,e-SUS,coberto,P0-P6,apps/api/src/care-extra;apps/web/src/app/odonto,automatizado,Identificação do paciente para atendimento odontológico.
12,Módulo de Odontologia,4,RF-12.4,Obrigatório,e-SUS,parcial,P0-P6,apps/api/src/care-extra/ledi-dental.mapper.ts,previsto,Informação do início do tratamento.
12,Módulo de Odontologia,5,RF-12.5,Obrigatório,e-SUS,coberto,P0-P6,apps/api/src/care-extra (tipoAtendimento);apps/web/src/app/odonto/[id],automatizado,Escolha do tipo de atendimento a ser realizado.
12,Módulo de Odontologia,6,RF-12.6,Obrigatório,e-SUS,coberto,P0-P6,apps/web/src/lib/ledi/condutas-odonto.ts;care-extra (tiposEncamOdonto),automatizado,Definição de conduta e desfecho do atendimento.
12,Módulo de Odontologia,7,RF-12.7,Obrigatório,e-SUS,coberto,P0-P6,apps/api/src/care-extra/ledi-fao.validator.ts;preview-fao;finish,automatizado,Finalizar tratamento com informações de vigilância em saúde bucal.
12,Módulo de Odontologia,8,RF-12.8,Obrigatório,e-SUS,coberto,P0-P6,apps/api/src/care-extra (tiposFornecimOdonto);apps/web/src/app/odonto/[id],previsto,Informação de fornecimentos ao paciente.
12,Módulo de Odontologia,9,RF-12.9,Obrigatório,e-SUS,coberto,P0-P6,apps/web/src/app/odonto (anamnese texto),previsto,Anamnese de atendimentos em odontologia.
12,Módulo de Odontologia,10,RF-12.10,Obrigatório,e-SUS,não iniciado,P0-P6,,previsto,Roteiro de telemonitoramento.
12,Módulo de Odontologia,11,RF-12.11,Obrigatório,ambos,coberto,P0-P6,apps/api/src/care-extra (odontogram-history);apps/web/src/app/odonto/[id],n/a,Visualização de odontogramas anteriores.
12,Módulo de Odontologia,12,RF-12.12,Obrigatório,e-SUS,parcial,P0-P6,apps/api/src/care-extra/dental-odontogram.ts,automatizado,"Procedimentos em odontograma por dente, quadrante, sextante e boca."
12,Módulo de Odontologia,13,RF-12.13,Obrigatório,ambos,coberto,P0-P6,apps/api/src/care-extra/dental-predefined-procedures.ts,automatizado,"Procedimentos predefinidos no odontograma, marcáveis como concluídos."
12,Módulo de Odontologia,14,RF-12.14,Obrigatório,e-SUS,não iniciado,P0-P6,,previsto,Informar próteses.
12,Módulo de Odontologia,15,RF-12.15,Obrigatório,e-SUS,não iniciado,P0-P6,,previsto,Serviços protéticos.
12,Módulo de Odontologia,16,RF-12.16,Obrigatório,e-SUS,parcial,P0-P6,apps/api/src/care-extra (problemasCondicoes);CodeSearchSelect CIAP/CID,automatizado,Informações de patologias odontológicas. (CIAP/CID LEDI; patologias ricas depois)
12,Módulo de Odontologia,17,RF-12.17,Obrigatório,e-SUS,não iniciado,P0-P6,,previsto,Solicitação de exames e prescrição de medicamentos.
12,Módulo de Odontologia,18,RF-12.18,Obrigatório,e-SUS,não iniciado,P0-P6,,previsto,Acesso ao histórico do paciente/prontuário.
12,Módulo de Odontologia,19,RF-12.19,Obrigatório,e-SUS,não iniciado,P0-P6,,previsto,Emissão de declaração e atestados.
12,Módulo de Odontologia,20,RF-12.20,Obrigatório,e-SUS,parcial,P0-P6,apps/web/src/app/odonto lista cronológica,previsto,Acompanhamento de atendimentos em ordem cronológica.
13,Módulo de Regulação,1,RF-13.1,Obrigatório,TR,não iniciado,depois,,n/a,Solicitações de procedimentos em todas as áreas de atendimento.
13,Módulo de Regulação,2,RF-13.2,Obrigatório,TR,parcial,depois,,n/a,Definição de procedimentos pré-regulados.
13,Módulo de Regulação,3,RF-13.3,Obrigatório,TR,não iniciado,depois,,n/a,Definição de procedimentos com exigências específicas.
13,Módulo de Regulação,4,RF-13.4,Obrigatório,TR,parcial,depois,,n/a,Visualização da fila em tempo real.
13,Módulo de Regulação,5,RF-13.5,Obrigatório,TR,não iniciado,depois,,n/a,Movimentação da fila por classificação.
13,Módulo de Regulação,6,RF-13.6,Obrigatório,TR,não iniciado,depois,,n/a,Classificar solicitações de procedimentos.
13,Módulo de Regulação,7,RF-13.7,Obrigatório,TR,não iniciado,depois,,n/a,Preenchimento de fichas de regulação.
13,Módulo de Regulação,8,RF-13.8,Obrigatório,TR,parcial,depois,,n/a,"Regular paciente solicitado, definindo classificação."
13,Módulo de Regulação,9,RF-13.9,Obrigatório,TR,não iniciado,depois,,n/a,Negar atendimento/procedimento por questões clínicas.
13,Módulo de Regulação,10,RF-13.10,Obrigatório,TR,não iniciado,depois,,n/a,Edição de solicitação após devolução de ficha por falta de dados.
13,Módulo de Regulação,11,RF-13.11,Obrigatório,TR,não iniciado,depois,,n/a,Acompanhamento por motivo de devolução.
13,Módulo de Regulação,12,RF-13.12,Obrigatório,TR,não iniciado,depois,,n/a,Direcionamento de fila para agendamento posterior.
13,Módulo de Regulação,13,RF-13.13,Obrigatório,TR,não iniciado,depois,,n/a,Agendar procedimentos para prestadores contratados.
13,Módulo de Regulação,14,RF-13.14,Obrigatório,TR,não iniciado,depois,,n/a,Disponibilização de fila no portal do cidadão.
13,Módulo de Regulação,15,RF-13.15,Obrigatório,TR,não iniciado,depois,,n/a,Acompanhamento de fila em aplicativo.
13,Módulo de Regulação,16,RF-13.16,Desejável,TR,não iniciado,depois,,n/a,Encerramento de solicitações.
13,Módulo de Regulação,17,RF-13.17,Obrigatório,TR,não iniciado,depois,,n/a,Monitoramento de fila por CID.
13,Módulo de Regulação,18,RF-13.18,Obrigatório,TR,não iniciado,depois,,n/a,Monitoramento de fila por procedimento.
13,Módulo de Regulação,19,RF-13.19,Obrigatório,TR,não iniciado,depois,,n/a,Monitoramento de fila por unidade solicitante.
13,Módulo de Regulação,20,RF-13.20,Obrigatório,TR,não iniciado,depois,,n/a,Monitoramento de fila por profissional solicitante.
13,Módulo de Regulação,21,RF-13.21,Obrigatório,TR,não iniciado,depois,,n/a,"Cadastro de solicitações de unidades externas (ex.: AME, APAE)."
13,Módulo de Regulação,22,RF-13.22,Obrigatório,TR,não iniciado,depois,,n/a,Reimpressão de solicitações de procedimentos.
13,Módulo de Regulação,23,RF-13.23,Desejável,TR,não iniciado,depois,,n/a,Integração com WhatsApp para envio de mensagens automáticas.
14,Módulo de Vacinação,1,RF-14.1,Obrigatório,ambos,parcial,P0-P6,apps/api/src/vaccinations,automatizado,Cadastro das dosagens de vacina.
14,Módulo de Vacinação,2,RF-14.2,Obrigatório,ambos,parcial,P0-P6,apps/api/src/vaccinations,n/a,Cadastro de vacinas.
14,Módulo de Vacinação,3,RF-14.3,Desejável,ambos,não iniciado,P0-P6,,previsto,Cadastro de equipamentos frios.
14,Módulo de Vacinação,4,RF-14.4,Obrigatório,ambos,não iniciado,P0-P6,,previsto,Vinculação de vacinas com insumos do almoxarifado.
14,Módulo de Vacinação,5,RF-14.5,Obrigatório,ambos,não iniciado,P0-P6,,previsto,Determinar número de doses no cadastro da vacina.
14,Módulo de Vacinação,6,RF-14.6,Obrigatório,ambos,não iniciado,P0-P6,,previsto,Utilização de outros insumos para aplicação da vacina.
14,Módulo de Vacinação,7,RF-14.7,Obrigatório,ambos,não iniciado,P0-P6,,previsto,Definição de faixa etária para aplicação.
14,Módulo de Vacinação,8,RF-14.8,Obrigatório,ambos,não iniciado,P0-P6,,previsto,Bloquear vacinação fora da faixa etária permitida.
14,Módulo de Vacinação,9,RF-14.9,Desejável,ambos,não iniciado,P0-P6,,previsto,Registro retroativo de doses de vacinas.
14,Módulo de Vacinação,10,RF-14.10,Obrigatório,ambos,não iniciado,P0-P6,,previsto,Informar equivalências no cadastro de vacinas.
14,Módulo de Vacinação,11,RF-14.11,Obrigatório,ambos,parcial,P0-P6,apps/api/src/vaccinations,n/a,Aplicação de vacina por paciente.
14,Módulo de Vacinação,12,RF-14.12,Obrigatório,ambos,não iniciado,P0-P6,,previsto,Agendamento de vacinação com controle de vacinas atrasadas.
14,Módulo de Vacinação,13,RF-14.13,Obrigatório,ambos,não iniciado,P0-P6,,previsto,Geração do cartão de vacina.
14,Módulo de Vacinação,14,RF-14.14,Obrigatório,ambos,parcial,P0-P6,apps/api/src/vaccinations,n/a,Lançamento de vacina por lote e validade.
14,Módulo de Vacinação,15,RF-14.15,Obrigatório,ambos,não iniciado,P0-P6,,previsto,Entrada de estoque de vacinas em salas criadas pela gestão.
14,Módulo de Vacinação,16,RF-14.16,Desejável,ambos,não iniciado,P0-P6,,previsto,Controle de estoques de vacinas.
14,Módulo de Vacinação,17,RF-14.17,Obrigatório,ambos,não iniciado,P0-P6,,previsto,Controle de equipamentos frios.
14,Módulo de Vacinação,18,RF-14.18,Obrigatório,ambos,não iniciado,P0-P6,,previsto,Controle de caixa térmica.
14,Módulo de Vacinação,19,RF-14.19,Obrigatório,ambos,não iniciado,P0-P6,,previsto,Controle de temperatura.
15,Módulo de Transporte,1,RF-15.1,Desejável,TR,adiado,adiado,,adiado,Programação de tempo em TFD.
15,Módulo de Transporte,2,RF-15.2,Obrigatório,TR,adiado,adiado,,adiado,Solicitação de atendimento TFD.
15,Módulo de Transporte,3,RF-15.3,Obrigatório,TR,adiado,adiado,,adiado,Parecer de comissão médica para TFD.
15,Módulo de Transporte,4,RF-15.4,Desejável,TR,adiado,adiado,,adiado,Reavaliação de solicitações negadas.
15,Módulo de Transporte,5,RF-15.5,Obrigatório,TR,adiado,adiado,,adiado,Lançamento de laudo médico.
15,Módulo de Transporte,6,RF-15.6,Obrigatório,TR,adiado,adiado,,adiado,Autorização de transporte.
15,Módulo de Transporte,7,RF-15.7,Obrigatório,TR,adiado,adiado,,adiado,Lançamento de retorno de viagem.
15,Módulo de Transporte,8,RF-15.8,Desejável,TR,adiado,adiado,,adiado,Gerar demanda no setor de frotas.
15,Módulo de Transporte,9,RF-15.9,Obrigatório,TR,adiado,adiado,,adiado,Definir veículo por local de TFD.
15,Módulo de Transporte,10,RF-15.10,Obrigatório,TR,adiado,adiado,,adiado,Informar motorista no agendamento.
15,Módulo de Transporte,11,RF-15.11,Desejável,TR,adiado,adiado,,adiado,Informar data e hora do atendimento do paciente.
15,Módulo de Transporte,12,RF-15.12,Obrigatório,TR,adiado,adiado,,adiado,Agendar outras viagens dentro do mesmo atendimento.
15,Módulo de Transporte,13,RF-15.13,Desejável,TR,adiado,adiado,,adiado,Informar acompanhante.
15,Módulo de Transporte,14,RF-15.14,Desejável,TR,adiado,adiado,,adiado,Escolha de assento.
15,Módulo de Transporte,15,RF-15.15,Obrigatório,TR,adiado,adiado,,adiado,Lançamento de procedimentos.
15,Módulo de Transporte,16,RF-15.16,Desejável,TR,adiado,adiado,,adiado,Recibo de diárias.
15,Módulo de Transporte,17,RF-15.17,Desejável,TR,adiado,adiado,,adiado,Encerramento de TFD.
15,Módulo de Transporte,18,RF-15.18,Obrigatório,TR,adiado,adiado,,adiado,Agendamento de viagens.
15,Módulo de Transporte,19,RF-15.19,Obrigatório,TR,adiado,adiado,,adiado,Cadastro de vagas em agendamento de viagens (remoção interna).
15,Módulo de Transporte,20,RF-15.20,Obrigatório,TR,adiado,adiado,,adiado,Relatório de pacientes agendados.
15,Módulo de Transporte,21,RF-15.21,Obrigatório,TR,adiado,adiado,,adiado,Cadastrar condições de transporte.
15,Módulo de Transporte,22,RF-15.22,Obrigatório,TR,adiado,adiado,,adiado,Selecionar condições de transporte.
15,Módulo de Transporte,23,RF-15.23,Obrigatório,TR,adiado,adiado,,adiado,Cadastrar pontos de embarque.
15,Módulo de Transporte,24,RF-15.24,Obrigatório,TR,adiado,adiado,,adiado,Selecionar pontos de embarque.
15,Módulo de Transporte,25,RF-15.25,Obrigatório,TR,adiado,adiado,,adiado,Cadastrar procedimentos.
